ticker,fiscal_year,cash_operating_activities,dividends_paid
CNP,2008,851000000,-246000000
CNP,2009,1841000000,-276000000
CNP,2010,1386000000,-319000000
CNP,2011,1888000000,-337000000
CNP,2012,1860000000,-346000000
CNP,2013,1613000000,-355000000
CNP,2014,1397000000,-408000000
CNP,2015,1865000000,-426000000
CNP,2016,1928000000,-443000000
CNP,2017,1421000000,-461000000
CNP,2018,2136000000,-510000000
CNS,2010,54040000,-102400000
CNS,2011,72445000,-69118000
CNS,2012,20343000,-97208000
CNS,2013,75872000,-79695000
CNS,2014,54582000,-84237000
CNS,2015,89796000,-68177000
CNS,2016,114958000,-70825000
CNS,2017,64253000,-98313000
CNS,2018,72598000,-178879000
CNSL,2010,116142000,-46179000
CNSL,2011,129504000,-46307000
CNSL,2012,123215000,-54100000
CNSL,2013,164356000,-62064000
CNSL,2014,187785000,-62341000
CNSL,2015,219179000,-78209000
CNSL,2016,218233000,-78419000
CNSL,2017,210027000,-94138000
CNSL,2018,357321000,-110222000
CNVR,2009,123736000,
CNVR,2010,96937000,
CNVR,2011,114923000,
CNVR,2012,156054000,
CNVR,2013,178552000,
CNXR,2014,-20253000,-8991000
CNXR,2015,-16192000,
CNXR,2016,-24469000,
CNXR,2017,-14620000,
CODA,2016,4385040,
CODA,2017,4840392,
CODA,2018,2430649,
COG,2008,645138000,-12073000
COG,2009,627842000,-12432000
COG,2010,484911000,-12467000
COG,2011,501839000,-12508000
COG,2012,652093000,-16757000
COG,2013,1043439000,-25232000
COG,2014,1235060000,-33278000
COG,2015,740737000,-33090000
COG,2016,392377000,-36187000
COG,2017,898160000,-78838000
COG,2018,1104903000,-111369000
COHR,2010,78813000,
COHR,2011,86676000,0
COHR,2012,64771000,0
COHR,2013,115522000,-24040000
COHR,2014,91379000,
COHR,2015,124458000,
COHR,2016,105299000,
COHR,2017,384116000,
COHR,2018,236111000,
COHR,2019,181401000,
COKE,2010,109756000,-9180000
COKE,2011,109650000,-9203000
COKE,2012,83172000,-9224000
COKE,2013,96374000,-9245000
COKE,2014,91903000,-9266000
COKE,2015,108290000,-9287000
COKE,2016,161995000,-9307000
COKE,2017,307816000,-9328000
COKE,2018,168879000,-9353000
COL,2008,620000000,-129000000
COL,2009,633000000,-152000000
COL,2010,711000000,-151000000
COL,2011,657000000,-148000000
COL,2012,513000000,-157000000
COL,2013,593000000,-164000000
COL,2014,660000000,-162000000
COL,2015,749000000,-167000000
COL,2016,723000000,-172000000
COL,2017,1264000000,-194000000
COL,2018,-310000000,-216000000
COLM,2010,23517000,-75439000
COLM,2011,63796000,-29075000
COLM,2012,148668000,-29780000
COLM,2013,274275000,-31298000
COLM,2014,185783000,-39836000
COLM,2015,95105000,-43547000
COLM,2016,275167000,-48122000
COLM,2017,341128000,-50909000
COLM,2018,289569000,-82613000
COMM,2012,286135000,-200000000
COMM,2013,237701000,-538705000
COMM,2014,289418000,
COMM,2015,302060000,
COMM,2016,606225000,
COMM,2017,586286000,
COMM,2018,494144000,
CONN,2010,63058000,
CONN,2011,64517000,
CONN,2012,-22803000,
CONN,2013,-210262000,
CONN,2014,-189901000,
CONN,2015,-174122000,
CONN,2016,205130000,
CONN,2017,51361000,
CONN,2018,151801000,
COO,2009,223128000,-2712000
COO,2010,267663000,-2732000
COO,2011,336281000,-2816000
COO,2012,315121000,-2857000
COO,2013,415925000,-2918000
COO,2014,454823000,-2884000
COO,2015,390900000,-2900000
COO,2016,509600000,-2900000
COO,2017,593600000,-2900000
COO,2018,668900000,-2900000
COOL,2017,-2043495,
COOL,2018,-2284436,
COP,2008,22658000000,-2854000000
COP,2009,12479000000,-2832000000
COP,2010,17045000000,-3175000000
COP,2011,19646000000,-3632000000
COP,2012,13922000000,-3278000000
COP,2013,16141000000,-3334000000
COP,2014,16569000000,-3525000000
COP,2015,7572000000,-3664000000
COP,2016,4403000000,-1253000000
COP,2017,7077000000,-1305000000
COP,2018,12934000000,-1363000000
COR,2011,61206000,-23785000
COR,2012,68648000,-33101000
COR,2013,97723000,-57098000
COR,2014,99516000,-73772000
COR,2015,142573000,-87420000
COR,2016,170525000,-108807000
COR,2017,209356000,-172484000
COR,2018,258761000,-193038000
CORT,2010,-22285000,
CORT,2011,-27400000,
CORT,2012,-36020000,
CORT,2013,-37058000,
CORT,2014,-27376000,
CORT,2015,3130000,
CORT,2016,18391000,
CORT,2017,60935000,
CORT,2018,115665000,
COST,2009,2092000000,-296000000
COST,2010,2780000000,-338000000
COST,2011,3198000000,-389000000
COST,2012,3057000000,-446000000
COST,2013,3437000000,-3560000000
COST,2014,3984000000,-584000000
COST,2015,4285000000,-2865000000
COST,2016,3292000000,-746000000
COST,2017,6726000000,-3904000000
COST,2018,5774000000,-689000000
COST,2019,6356000000,-1038000000
COT,2010,178400000,
COT,2011,163500000,
COT,2012,173000000,-5800000
COT,2013,154900000,-21900000
COT,2014,56700000,-22800000
COT,2015,131100000,-31000000
COT,2016,145500000,-31400000
COT,2017,176000000,-33400000
COT,2018,244300000,-33400000
COTV,2015,63154000,
COTV,2016,189171000,-150000000
COTV,2017,175103000,
COTY,2013,463900000,-57400000
COTY,2014,536500000,-76900000
COTY,2015,526300000,-71000000
COTY,2016,501400000,-89000000
COTY,2017,757500000,-372600000
COTY,2018,413700000,-375800000
COTY,2019,639600000,-346200000
COUP,2015,-22069000,
COUP,2016,-20955000,
COUP,2017,19770000,
COUP,2018,37436000,
COVS,2016,-3866000,
CP,2014,2123000000,-244000000
CP,2015,2459000000,-226000000
CP,2016,2089000000,-255000000
CP,2017,2182000000,-310000000
CP,2018,2712000000,-348000000
CPB,2009,1166000000,-350000000
CPB,2010,1057000000,-365000000
CPB,2011,1142000000,-378000000
CPB,2012,1120000000,-373000000
CPB,2013,1019000000,-367000000
CPB,2014,899000000,-391000000
CPB,2015,1206000000,-394000000
CPB,2016,1491000000,-390000000
CPB,2017,1288000000,-420000000
CPB,2018,1305000000,-426000000
CPB,2019,1398000000,-423000000
CPN,2009,761000000,
CPN,2010,929000000,
CPN,2011,775000000,
CPN,2012,653000000,
CPN,2013,549000000,
CPN,2014,854000000,
CPN,2015,863000000,
CPN,2016,1030000000,
CPN,2017,931000000,
CPN,2018,1101000000,-20000000
CPRT,2010,199407000,
CPRT,2011,242932000,
CPRT,2012,229673000,
CPRT,2013,199326000,
CPRT,2014,262594000,
CPRT,2015,265076000,
CPRT,2016,332498000,
CPRT,2017,492058000,
CPRT,2018,535069000,
CPRT,2019,646646000,
CPS,2011,172339000,-7116000
CPS,2012,84401000,-6784000
CPS,2013,133257000,-4747000
CPS,2014,171049000,
CPS,2015,270385000,
CPS,2016,363697000,
CPS,2017,313484000,
CPS,2018,149388000,
CPSI,2010,19641680,-15793655
CPSI,2011,33540175,-15894912
CPSI,2012,32206697,-31441638
CPSI,2013,29047214,-22642438
CPSI,2014,38950000,-25531000
CPSI,2015,30876000,-28943000
CPSI,2016,2105000,-25092000
CPSI,2017,23643000,-11636000
CPSI,2018,23929000,-5620000
CPST,2002,-6919000,
CPST,2003,-29512000,
CPST,2004,-37439000,
CPST,2005,-45464000,
CPST,2006,-40439000,
CPST,2007,-21095000,
CPST,2008,-55534000,
CPST,2009,-34628000,
CPST,2010,-21899000,
CPST,2011,-21438000,
CPST,2012,-17070000,
CPST,2013,-15432000,
CPST,2014,-23018000,
CPST,2015,-22468000,
CPST,2016,-18546000,
CPST,2017,-8641000,
CPST,2018,-17703000,
CPT,2009,217688000,-152687000
CPT,2010,224036000,-135626000
CPT,2011,244834000,-152242000
CPT,2012,324267000,-189018000
CPT,2013,404291000,-220083000
CPT,2014,418528000,-236514000
CPT,2015,423238000,-253129000
CPT,2016,443063000,-663363000
CPT,2017,434656000,-280761000
CPT,2018,503747000,-298005000
CPXX,2012,-4968207,
CPXX,2013,-12459651,
CPXX,2014,-14411996,
CPXX,2015,-15490209,
CQH,2014,-2147000,-17146000
CQH,2015,-2165000,-18304000
CQH,2016,-2500000,-18536000
CQH,2017,-2189000,-118168000
CQP,2010,104137000,
CQP,2011,6840000,
CQP,2012,-37741000,
CQP,2013,35664000,
CQP,2014,-137044000,
CQP,2015,-171000000,
CQP,2016,0,
CQP,2017,977000000,
CQP,2018,1874000000,
CR,2009,189014000,-46783000
CR,2010,133536000,-50371000
CR,2011,149812000,-56992000
CR,2012,234756000,-61974000
CR,2013,264000000,-73900000
CR,2014,264000000,-73900000
CR,2015,229300000,-76600000
CR,2016,318100000,-77200000
CR,2017,317500000,-78400000
CR,2018,413800000,-83500000
CRAY,2010,-23864000,
CRAY,2011,-3823000,
CRAY,2012,149888000,
CRAY,2013,-76570000,
CRAY,2014,-3962000,
CRAY,2015,147756000,
CRAY,2016,-52313000,
CRAY,2017,-73341000,
CRAY,2018,101850000,
CRC,2013,2476000000,
CRC,2014,2371000000,
CRC,2015,403000000,-12000000
CRC,2016,130000000,
CRC,2017,248000000,
CRC,2018,461000000,
CREE,2010,241796000,
CREE,2011,251380000,
CREE,2012,242280000,
CREE,2013,285234000,
CREE,2014,319308000,
CREE,2015,181254000,
CREE,2016,203316000,
CREE,2017,215900000,
CREE,2018,167358000,
CREE,2019,202300000,
CRIS,2010,-1629099,
CRIS,2011,-4563297,
CRIS,2012,-15193305,
CRIS,2013,-9539577,
CRIS,2014,-16813000,
CRIS,2015,-29891000,
CRIS,2016,-35811000,
CRIS,2017,-48355000,
CRIS,2018,-30065000,
CRL,2009,215577000,
CRL,2010,168236000,
CRL,2011,206842000,
CRL,2012,208006000,
CRL,2013,209045000,
CRL,2014,252132000,
CRL,2015,306833000,
CRL,2016,316899000,
CRL,2017,318074000,
CRL,2018,441140000,
CRM,2008,229557000,
CRM,2009,270911000,
CRM,2010,459081000,
CRM,2011,591507000,
CRM,2012,736897000,
CRM,2013,875469000,
CRM,2014,1181444000,
CRM,2015,1672081000,
CRM,2016,2162198000,
CRM,2017,2737965000,
CRM,2018,3398000000,
CROX,2010,104274000,
CROX,2011,142376000,
CROX,2012,128356000,
CROX,2013,83464000,
CROX,2014,-11651000,-8234000
CROX,2015,9698000,-11900000
CROX,2016,39754000,-12000000
CROX,2017,98264000,-12000000
CROX,2018,114162000,-21015000
CRR,2009,22050000,-16287000
CRR,2010,91785000,-17570000
CRR,2011,111413000,-20369000
CRR,2012,156381000,-23563000
CRR,2013,137571000,-26350000
CRR,2014,105782000,-29121000
CRR,2015,70577000,-14666000
CRR,2016,-17935000,0
CRR,2017,-38818000,
CRR,2018,-21598000,
CRS,2010,115200000,-31900000
CRS,2011,64200000,-32100000
CRS,2012,146200000,-33700000
CRS,2013,188500000,-38300000
CRS,2014,239600000,-38500000
CRS,2015,282600000,-37900000
CRS,2016,257400000,-34800000
CRS,2017,130300000,-34100000
CRS,2018,209200000,-34400000
CRS,2019,232400000,-38600000
CRSP,2015,59428000,
CRSP,2016,-55310000,
CRSP,2017,-70097000,
CRSP,2018,-96239000,
CRTO,2015,137150000,
CRTO,2016,153469000,
CRTO,2017,245458000,
CRTO,2018,260726000,
CRUS,2010,86940000,
CRUS,2011,83195000,
CRUS,2012,160824000,
CRUS,2013,228038000,
CRUS,2014,163477000,
CRUS,2015,149046000,
CRUS,2016,369751000,
CRUS,2017,318711000,
CRUS,2018,206694000,
CRVS,2015,-11328000,
CRVS,2016,-27857000,
CRVS,2017,-46212000,
CRVS,2018,-40988000,
CRWS,2010,2009000,-752000
CRWS,2011,8268000,-1252000
CRWS,2012,9123000,-7650000
CRWS,2013,3639000,-3150000
CRWS,2014,4766000,-3205000
CRWS,2015,11016000,-3211000
CRWS,2016,10389000,-9719000
CRWS,2017,2453000,-3221000
CRWS,2018,8974000,-3228000
CRWS,2019,8532000,-5788000
CRY,2010,20837000,
CRY,2011,16751000,
CRY,2012,18990000,-1373000
CRY,2013,16772000,-2967000
CRY,2014,8118000,-3295000
CRY,2015,11442000,-3408000
CRY,2016,19719000,
CRY,2017,10803000,
CRY,2018,9881000,
CRZO,2010,94416000,
CRZO,2011,154338000,
CRZO,2012,252226000,
CRZO,2013,366851000,
CRZO,2014,501619000,
CRZO,2015,377367000,0
CRZO,2016,272768000,0
CRZO,2017,422981000,-7781000
CRZO,2018,653555000,-18161000
CSBR,2011,-54000,
CSBR,2012,-5227000,
CSBR,2013,-4302000,
CSBR,2014,-3433000,
CSBR,2015,-9630000,
CSBR,2016,-6408000,
CSBR,2017,-2840000,
CSBR,2018,-1226000,
CSBR,2019,1862000,
CSC,2009,1643000000,0
CSC,2010,1564000000,-77000000
CSC,2011,1176000000,-124000000
CSC,2012,1119000000,-124000000
CSC,2013,1119000000,-124000000
CSC,2014,1473000000,-128000000
CSC,2015,802000000,-430000000
CSC,2016,978000000,-78000000
CSCO,2009,9897000000,
CSCO,2010,10173000000,
CSCO,2011,10079000000,-658000000
CSCO,2012,11491000000,-1501000000
CSCO,2013,12894000000,-3310000000
CSCO,2014,12332000000,-3758000000
CSCO,2015,12552000000,-4086000000
CSCO,2016,13570000000,-4750000000
CSCO,2017,13876000000,-5511000000
CSCO,2018,13666000000,-5968000000
CSCO,2019,15831000000,-5979000000
CSGP,2010,39269000,
CSGP,2011,27785000,
CSGP,2012,86126000,
CSGP,2013,108298000,
CSGP,2014,143909000,
CSGP,2015,139773000,
CSGP,2016,200642000,
CSGP,2017,234703000,
CSGP,2018,335458000,
CSGS,2010,121309000,
CSGS,2011,60959000,
CSGS,2012,127442000,
CSGS,2013,126634000,-14454000
CSGS,2014,83651000,-20530000
CSGS,2015,136959000,-22238000
CSGS,2016,84186000,-24110000
CSGS,2017,127195000,-26850000
CSGS,2018,143341000,-27979000
CSII,2011,-8361000,
CSII,2012,-11340000,
CSII,2013,-10765000,
CSII,2014,-26838000,
CSII,2015,-22357000,
CSII,2016,-23583000,
CSII,2017,19588000,
CSII,2018,9674000,
CSII,2019,10208000,
CSL,2009,417200000,-38600000
CSL,2010,107400000,-40600000
CSL,2011,191200000,-43500000
CSL,2012,485900000,-48000000
CSL,2013,414700000,-53700000
CSL,2014,295900000,-61200000
CSL,2015,529200000,-72300000
CSL,2016,531200000,-84500000
CSL,2017,458700000,-92100000
CSL,2018,339200000,-93500000
CSLT,2013,-50064000,
CSLT,2014,-54637000,
CSLT,2015,-56868000,
CSLT,2016,-36971000,
CSLT,2017,-23457000,
CSLT,2018,-18551000,
CSOD,2010,166000,
CSOD,2011,1832000,
CSOD,2012,10294000,
CSOD,2013,17431000,
CSOD,2014,33009000,
CSOD,2015,43796000,
CSOD,2016,35252000,
CSOD,2017,67510000,
CSOD,2018,90253000,
CSRA,2015,553000000,-1164000000
CSRA,2016,488000000,-67000000
CSS,2010,30698000,-5823000
CSS,2011,25796000,-5837000
CSS,2012,29863000,-5731000
CSS,2013,27830000,-5637000
CSS,2014,32991000,-5878000
CSS,2015,15123000,-6764000
CSS,2016,14871000,-7273000
CSS,2017,31368000,-7293000
CSS,2018,1000000,-7179000
CST,2012,364000000,0
CST,2013,440000000,-5000000
CST,2014,355000000,-19000000
CST,2015,362000000,-19000000
CST,2016,287000000,-15000000
CSU,2010,15550000,
CSU,2011,14084000,
CSU,2012,46395000,
CSU,2013,42644000,
CSU,2014,46312000,
CSU,2015,48895000,
CSU,2016,52279000,
CSU,2017,55594000,
CSU,2018,36870000,
CSWI,2014,35468000,-8294000
CSWI,2015,41530000,-300000
CSWI,2016,39036000,0
CSWI,2017,43156000,0
CSWI,2018,59710000,
CSX,2008,2893000000,-308000000
CSX,2009,2039000000,-345000000
CSX,2010,3261000000,-372000000
CSX,2011,3491000000,-480000000
CSX,2012,2946000000,-558000000
CSX,2013,3267000000,-600000000
CSX,2014,3343000000,-629000000
CSX,2015,3370000000,-686000000
CSX,2016,3041000000,-680000000
CSX,2017,3472000000,-708000000
CSX,2018,4641000000,-751000000
CTAS,2010,565654000,-73960000
CTAS,2011,340886000,-71812000
CTAS,2012,469862000,-70820000
CTAS,2013,552748000,-79744000
CTAS,2014,605969000,-93320000
CTAS,2015,580276000,-201891000
CTAS,2016,465845000,-115273000
CTAS,2017,763887000,-142433000
CTAS,2018,964160000,-175589000
CTAS,2019,1067862000,-220764000
CTL,2009,1574000000,-560000000
CTL,2010,2045000000,-879000000
CTL,2011,4201000000,-1556000000
CTL,2012,6065000000,-1811000000
CTL,2013,5559000000,-1301000000
CTL,2014,5188000000,-1228000000
CTL,2015,5153000000,-1198000000
CTL,2016,4608000000,-1167000000
CTL,2017,3878000000,-1453000000
CTL,2018,7032000000,-2312000000
CTMX,2014,31802000,
CTMX,2015,-27415000,
CTMX,2016,-2032000,
CTMX,2017,170373000,
CTMX,2018,-75521000,
CTS,2014,33349000,-5374000
CTS,2015,39151000,-5291000
CTS,2016,47202000,-5234000
CTS,2017,58048000,-5260000
CTS,2018,58152000,-5285000
CTSH,2008,429705000,
CTSH,2009,672325000,
CTSH,2010,764654000,
CTSH,2011,875152000,
CTSH,2012,1172583000,
CTSH,2013,1423800000,
CTSH,2014,1473000000,
CTSH,2015,2153000000,
CTSH,2016,1621000000,
CTSH,2017,2407000000,-265000000
CTSH,2018,2592000000,-468000000
CTXS,2008,462107000,
CTXS,2009,483974000,
CTXS,2010,616292000,
CTXS,2011,679122000,
CTXS,2012,818527000,
CTXS,2013,928343000,
CTXS,2014,845981000,
CTXS,2015,1034548000,
CTXS,2016,1115830000,
CTXS,2017,908276000,
CTXS,2018,1035345000,-46799000
CUB,2009,176824000,-4811000
CUB,2010,114992000,-4812000
CUB,2011,129094000,-7486000
CUB,2012,-54677000,-6417000
CUB,2013,-13276000,-6417000
CUB,2014,114810000,-6429000
CUB,2015,89689000,-7256000
CUB,2016,44602000,-7285000
CUB,2017,24736000,-7341000
CUB,2018,18965000,-7355000
CUB,2019,-31851000,-8414000
CUBE,2010,71517000,-9407000
CUBE,2011,84327000,-27849000
CUBE,2012,118428000,-45479000
CUBE,2013,142862000,-65167000
CUBE,2014,166032000,-81857000
CUBE,2015,215705000,-113101000
CUBE,2016,263526000,-155825000
CUBE,2017,293438000,-195006000
CUBE,2018,304335000,-221328000
CUO,2010,2598000,
CUO,2011,280000,
CUO,2012,6844000,
CUO,2013,-35000,
CUO,2014,582000,
CUO,2015,1558000,
CUO,2016,8099000,
CUO,2017,4387000,
CUO,2018,2692000,
CUZ,2010,79696000,-25083000
CUZ,2011,55581000,-31556000
CUZ,2012,95322000,-31655000
CUZ,2013,137340000,-37200000
CUZ,2014,142400000,-64510000
CUZ,2015,154302000,-69196000
CUZ,2016,117702000,-50548000
CUZ,2017,211649000,-99151000
CUZ,2018,229034000,-107167000
CVCO,2010,3141000,
CVCO,2011,16430000,
CVCO,2012,20720000,
CVCO,2013,46757000,
CVCO,2014,25698000,
CVCO,2015,43543000,
CVCO,2016,44794000,
CVCO,2017,58771000,
CVCO,2018,32836000,
CVGI,2010,17563000,
CVGI,2011,7794000,
CVGI,2012,24049000,
CVGI,2013,19154000,
CVGI,2014,9519000,
CVGI,2015,55299000,
CVGI,2016,49365000,
CVGI,2017,2257000,
CVGI,2018,40992000,
CVNA,2016,-240225000,0
CVNA,2017,-199924000,0
CVNA,2018,-414340000,-4619000
CVS,2008,3947000000,-383000000
CVS,2009,4035000000,-439000000
CVS,2010,4779000000,-479000000
CVS,2011,5856000000,-674000000
CVS,2012,6671000000,-829000000
CVS,2013,5783000000,-1097000000
CVS,2014,8137000000,-1288000000
CVS,2015,8539000000,-1576000000
CVS,2016,10141000000,-1840000000
CVS,2017,8007000000,-2049000000
CVS,2018,8865000000,-2038000000
CVSI,2011,-79632,
CVSI,2012,-64084,
CVSI,2013,-4879234,
CVSI,2014,-7301473,
CVSI,2015,-4208267,
CVSI,2016,-2053740,
CVSI,2017,3615004,
CVSI,2018,12559000,
CVX,2008,29632000000,-5162000000
CVX,2009,19373000000,-5302000000
CVX,2010,31354000000,-5669000000
CVX,2011,41095000000,-6136000000
CVX,2012,38812000000,-6844000000
CVX,2013,35002000000,-7474000000
CVX,2014,31475000000,-7928000000
CVX,2015,19456000000,-7992000000
CVX,2016,12846000000,-8032000000
CVX,2017,20515000000,-8132000000
CVX,2018,30618000000,-8502000000
CWEN,2016,577000000,-173000000
CWEN,2017,517000000,-202000000
CWEN,2018,498000000,-238000000
CWH,2015,112143000,
CWH,2016,215691000,-1515000
CWH,2017,-9094000,-22241000
CWH,2018,136292000,-22697000
CWRL,2014,-754371,
CWRL,2015,-93589,
CXO,2009,359546000,
CXO,2010,651582000,
CXO,2011,1199458000,
CXO,2012,1237478000,
CXO,2013,1362020000,
CXO,2014,1673787000,
CXO,2015,897000000,
CXO,2016,759000000,
CXO,2017,1616000000,
CXO,2018,2776000000,
CXW,2009,314691000,
CXW,2010,255515000,
CXW,2011,351076000,
CXW,2012,283256000,-59768000
CXW,2013,369504000,-299434000
CXW,2014,423581000,-234048000
CXW,2015,399798000,-250695000
CXW,2016,375373000,-255496000
CXW,2017,341325000,-200326000
CXW,2018,322880000,-204198000
CY,2009,89303000,
CY,2010,262746000,
CY,2011,283808000,-29048000
CY,2012,134997000,-63227000
CY,2013,67568000,-64819000
CY,2014,103336000,-69248000
CY,2015,8801000,-127995000
CY,2016,217419000,-141410000
CY,2017,403487000,-144749000
CY,2018,471700000,-157364000
CYAN,2015,745000,
CYAN,2016,1220000,
CYAN,2017,1490000,
CYAN,2018,-847000,
CYCC,2010,-16044000,
CYCC,2011,-13977000,-364000
CYCC,2012,-12043000,
CYCC,2013,-18199000,-305000
CYCC,2014,-18702000,-200000
CYCC,2015,-14460000,-201000
CYCC,2016,-10079000,-200000
CYCC,2017,-7480000,-201000
CYCC,2018,-6701000,-201000
CYIG,2009,14097423,
CYIG,2010,9491029,
CYIG,2011,14281881,
CYIG,2012,9277721,
CYIG,2013,7935278,
CYIG,2014,11182527,
CYIG,2015,8553127,
CYIG,2016,9736074,
CYIG,2017,17866898,
CYNX,2010,-1452510,
CYNX,2011,-691810,
CYNX,2012,-310913,
CZR,2010,104400000,
CZR,2011,63000000,
CZR,2012,33000000,
CZR,2013,-99000000,
CZR,2014,-821000000,
CZR,2015,-82000000,
CZR,2016,42000000,
CZR,2017,-2323000000,
CZR,2018,786000000,
D,2008,2676000000,-916000000
D,2009,3786000000,-1039000000
D,2010,1825000000,-1076000000
D,2011,2983000000,-1129000000
D,2012,4137000000,-1209000000
D,2013,3433000000,-1302000000
D,2014,3439000000,-1398000000
D,2015,4475000000,-1536000000
D,2016,4127000000,-1727000000
D,2017,4549000000,-1931000000
D,2018,4773000000,-2185000000
DAL,2009,1379000000,
DAL,2010,2832000000,
DAL,2011,2834000000,0
DAL,2012,2476000000,0
DAL,2013,4504000000,-102000000
DAL,2014,4947000000,-251000000
