ticker,fiscal_year,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings
STLD,2011,2455258000,5979226000,444078000,1100417000,1936022000,3608632000,2011801000
STLD,2012,2296225000,5815416000,29631000,609677000,2172606000,3338760000,2087620000
STLD,2013,2473634000,5933006000,341544000,975178000,1766045000,3320637000,2179513000
STLD,2014,2938262000,7233159000,46460000,850582000,2935389000,4311292000,2227843000
STLD,2015,2537941000,6202082000,16680000,535290000,2577976000,3530631000,1965291000
STLD,2016,2929675000,6423732000,3632000,712815000,2353194000,3535033000,2210459000
STLD,2017,3508342000,6855732000,28795000,868519000,2353145000,3549424000,2874693000
STLD,2018,4032657000,7703563000,24234000,1019137000,2352489000,3816334000,3958320000
STLR,2017,6899000,34001000,,15204000,,26097000,-102017000
STLR,2018,4722000,36881000,,19974000,,25677000,-111820000
STML,2012,2324427,5029611,,5500735,2006881,7538031,-7169255
STML,2013,44692951,85281196,,5013808,,5656808,-31365766
STML,2014,55620172,60494992,,4473842,,5081841,-60195741
STML,2015,46691330,98215623,,9455477,,10103667,-97439602
STML,2016,47169711,68119098,,10253813,,10396013,-135742607
STML,2017,52188777,67006168,,19838913,,19935739,-204275690
STML,2018,63058852,63493570,,21218924,,21291515,-289088064
STMP,2010,29245000,57442000,,13204000,,13204000,-446603000
STMP,2011,71926000,107980000,,13973000,,13973000,-420338000
STMP,2012,55933000,130852000,,17898000,,17898000,-381781000
STMP,2013,97243000,187118000,,15353000,,15353000,-337628000
STMP,2014,65811000,254731000,0,33910000,0,49700000,-300746000
STMP,2015,137076000,528614000,4267000,132292000,157353000,289645000,-304944000
STMP,2016,184280000,610129000,6329000,96392000,141025000,237417000,-229715000
STMP,2017,271493000,679104000,8392000,115339000,60642000,181291000,-76930000
STMP,2018,229611000,852774000,10454000,151239000,50189000,239109000,91712000
STOR,2014,136313000,2882703000,,46777000,1253242000,1300019000,-54405000
STOR,2015,67115000,3911388000,,81648000,1769947000,1851595000,-103453000
STOR,2016,54200000,4941668000,,106742000,2351671000,2458413000,-151592000
STOR,2017,59678000,5899777000,,131934000,2596901000,2728835000,-214845000
STOR,2018,27511000,7113971000,,190158000,3060312000,3250470000,-267651000
STRM,2011,5938415,16015422,183637,8159949,1200000,9420983,-30479368
STRM,2012,8408243,25141058,0,8742621,7120000,17142534,-30466794
STRM,2013,19877778,55266578,1250000,17325422,12437501,41807276,-35845523
STRM,2014,29688229,65578874,1619853,15411979,7692856,36087827,-47562713
STRM,2015,16505723,55779115,1281961,14299591,10082911,36777327,-59574170
STRM,2016,16203437,49875871,1266449,14114383,7684194,33851743,-63864285
STRM,2017,11944731,41638498,747141,12761217,4883286,29799624,-69025851
STRM,2018,7918000,31740000,597000,12123000,3351000,25538000,-76550000
STRM,2019,6554000,31651000,3825000,14622000,0,15646000,-79413000
STRT,2011,94402000,148088000,,50988000,0,58024000,164138000
STRT,2012,101291000,166038000,,56973000,,78640000,171590000
STRT,2013,106499000,169500000,2250000,50725000,,57620000,179614000
STRT,2014,135639000,213036000,,65263000,2500000,78133000,194498000
STRT,2015,128606000,230834000,,64735000,10000000,78433000,213442000
STRT,2016,134451000,242176000,,64215000,20000000,87664000,220728000
STRT,2017,129005000,273714000,,67895000,30000000,101000000,225913000
STRT,2018,151103000,307175000,,68793000,51000000,123929000,236162000
STRT,2019,156632000,312736000,42000000,121263000,,124920000,221117000
STX,2010,5418000000,8247000000,329000000,2997000000,2173000000,5523000000,-1123000000
STX,2011,6425000000,9225000000,560000000,3463000000,2952000000,6762000000,-1511000000
STX,2012,6310000000,10106000000,0,3396000000,2863000000,6609000000,-1444000000
STX,2013,5412000000,9243000000,3000000,2611000000,2774000000,5737000000,-1778000000
STX,2014,5777000000,9492000000,,2398000000,3920000000,6660000000,-2677000000
STX,2015,5568000000,9845000000,,2343000000,4155000000,6827000000,-2686000000
STX,2016,3533000000,8213000000,,2249000000,4091000000,6620000000,-4311000000
STX,2017,5041000000,9268000000,0,2626000000,5021000000,7904000000,-4771000000
STX,2018,4310000000,9410000000,499000000,3190000000,4320000000,7745000000,-4696000000
STX,2019,4363000000,8885000000,,2232000000,4253000000,6723000000,-4349000000
STZ,2009,2589100000,8094300000,187200000,1372600000,3277100000,5518000000,1102800000
STZ,2010,2083000000,7167600000,15900000,662900000,3136700000,4615700000,1662300000
STZ,2011,2034300000,7109900000,330200000,1199600000,2421400000,4433900000,2107300000
STZ,2012,2471200000,7638100000,27600000,677900000,3277800000,4777800000,2495100000
STZ,2013,2747200000,14302100000,590000000,2025700000,6373300000,9320800000,4438200000
STZ,2014,2910800000,15093000000,158100000,1130700000,7086000000,9211700000,5277500000
STZ,2015,2977600000,16965000000,856700000,2272300000,6816200000,10273200000,6090500000
STZ,2016,3230000000,18602400000,1517400000,2697600000,7720700000,11717600000,7310000000
STZ,2017,3474000000,20538700000,769100000,1944700000,9417600000,12476000000,9228200000
STZ,2018,3684000000,29231500000,1856700000,3163800000,11759800000,16394300000,14276200000
SUP,2010,381612000,572442000,,70538000,,158960000,407529000
SUP,2011,404283000,593231000,,68550000,,132716000,457340000
SUP,2012,404908000,599601000,,66578000,,132696000,457700000
SUP,2013,384218000,653388000,,99430000,,170325000,468121000
SUP,2014,276011000,579910000,,71962000,,140904000,438958000
SUP,2015,245820000,539929000,,73862000,,126017000,427517000
SUP,2016,254081000,542756000,,85964000,,144530000,433235000
SUP,2017,417383000,1551252000,4000000,195059000,679552000,1105529000,393146000
SUP,2018,370421000,1451616000,3052000,178463000,661426000,920039000,391037000
SUPN,2011,49399000,53730000,6775000,18770000,22711000,44287000,-39971000
SUPN,2012,91462000,93989000,11809000,22983000,11088000,36419000,-86255000
SUPN,2013,97161000,110995000,,26400000,34393000,77531000,-178528000
SUPN,2014,108726000,136784000,,28123000,26223000,96085000,-189453000
SUPN,2015,105946000,188626000,,56934000,7085000,100619000,-175509000
SUPN,2016,151404000,309568000,,80742000,4165000,117813000,-84288000
SUPN,2017,228451000,424464000,,123000000,,156984000,-26823000
SUPN,2018,493487000,977811000,,161353000,329462000,524788000,86492000
SURF,2017,71330000,81454000,,23384000,,100251000,-73945000
SURF,2018,164601000,174065000,,27177000,,71203000,-66806000
SVMK,2017,47055000,578089000,2032000,115313000,316289000,538046000,-177571000
SVMK,2018,170205000,679348000,1900000,135702000,215515000,459965000,-332268000
SVT,2010,22051000,28506000,404000,3213000,3472000,5827000,11467000
SVT,2011,23978000,30423000,283000,3495000,3188000,5913000,12490000
SVT,2012,22992000,29303000,192000,3054000,2663000,4872000,11771000
SVT,2013,22789000,30003000,2641000,5766000,21000,5204000,12302000
SVT,2014,25490000,35245000,548000,9293000,4072000,13401000,9176000
SVT,2015,24251000,34374000,548000,4292000,3524000,8069000,13395000
SVT,2016,24816000,35620000,548000,4999000,2976000,7740000,14768000
SVT,2017,26171000,37986000,681000,5128000,2950000,9159000,15709000
SVT,2018,29144000,41685000,723000,6003000,2410000,9611000,18788000
SVU,2008,4105000000,17604000000,516000000,4472000000,7968000000,15023000000,542000000
SVU,2009,3711000000,16436000000,613000000,4167000000,7022000000,13549000000,806000000
SVU,2010,3420000000,13758000000,403000000,3786000000,6348000000,12418000000,-778000000
SVU,2011,3273000000,12101000000,345000000,3639000000,2881000000,12080000000,-1892000000
SVU,2012,2970000000,11034000000,74000000,4350000000,2815000000,12449000000,-3377000000
SVU,2013,1543000000,4374000000,45000000,1491000000,2732000000,5104000000,-3195000000
SVU,2014,1700000000,4434000000,35000000,1517000000,2658000000,5070000000,-3003000000
SVU,2015,1635000000,4370000000,123000000,1572000000,2391000000,4803000000,-2825000000
SVU,2016,1541000000,3580000000,24000000,1229000000,1432000000,3197000000,-2175000000
SVU,2017,1861000000,4387000000,34000000,1548000000,1873000000,3880000000,-2130000000
SWI,2010,176079000,247477000,,67876000,,71868000,10821000
SWI,2011,182908000,362408000,,89721000,,97461000,73264000
SWI,2012,266660000,517395000,,120106000,,134581000,154607000
SWI,2013,242785000,706342000,,193794000,,222448000,244385000
SWI,2014,316087000,825032000,,199255000,,236173000,322498000
SWK,2009,1411900000,4769100000,298400000,1192000000,1084700000,2757600000,2295500000
SWK,2010,4851200000,15139400000,417700000,2747400000,3018100000,8069700000,2301800000
SWK,2011,5089500000,15949000000,526600000,3329900000,2925800000,8882200000,2707300000
SWK,2012,4111300000,15844000000,11500000,3074700000,3526500000,9116900000,3299500000
SWK,2013,4016600000,16535100000,402600000,3236000000,3799400000,9654600000,3484900000
SWK,2014,3948800000,15849100000,7500000,2832000000,3839800000,9337200000,3926300000
SWK,2015,3662100000,15127800000,7600000,2802600000,3792100000,9268600000,4491700000
SWK,2016,4788500000,15634900000,12100000,2807500000,3815300000,9261300000,5127300000
SWK,2017,4559000000,19097700000,982800000,4391500000,2828200000,10792700000,5998700000
SWK,2018,4569400000,19408000000,378600000,4001600000,3819800000,11568100000,6219000000
SWKS,2009,590127000,1352591000,81865000,196243000,41483000,243812000,-465154000
SWKS,2010,789865000,1564052000,50000000,204324000,24743000,247456000,-327860000
SWKS,2011,816334000,1890389000,26089000,247096000,,281294000,-101275000
SWKS,2012,883300000,2136600000,,182700000,,231100000,100800000
SWKS,2013,1073300000,2333100000,,179700000,,232000000,378900000
SWKS,2014,1429200000,2973800000,,297600000,,441400000,794900000
SWKS,2015,1914700000,3719400000,,463900000,,560200000,1469200000
SWKS,2016,2002100000,3855400000,,210200000,,314000000,2263600000
SWKS,2017,2633700000,4573600000,,387900000,,507900000,3059600000
SWKS,2018,2262200000,4828900000,,389700000,,731900000,3732900000
SWKS,2019,2234600000,4839600000,,374000000,,717300000,4312600000
SWM,2010,312800000,850400000,8700000,186700000,43100000,326200000,336400000
SWM,2011,327000000,845200000,5000000,140800000,141000000,369300000,417000000
SWM,2012,382000000,886700000,4200000,126900000,151800000,374900000,483400000
SWM,2013,537100000,1226800000,4200000,146300000,381200000,665400000,520000000
SWM,2014,519400000,1185000000,2300000,123500000,435600000,696000000,512700000
SWM,2015,444800000,1290000000,3300000,143100000,568200000,822100000,552600000
SWM,2016,364300000,1173700000,3000000,135800000,437400000,665400000,585300000
SWM,2017,433100000,1542500000,5100000,147100000,679100000,995800000,566700000
SWM,2018,429200000,1466500000,3300000,143500000,618800000,908600000,608200000
SWN,2008,883263000,4760158000,131803000,780397000,674200000,2242195000,1449977000
SWN,2009,564501000,4770250000,53606000,536416000,997500000,2429269000,1414327000
SWN,2010,580893000,6017463000,82905000,693983000,1093000000,3052587000,2018445000
SWN,2011,978278000,7902897000,84082000,884913000,1342100000,3933593000,2656214000
SWN,2012,808912000,6737527000,68919000,767771000,1668273000,3701655000,1949150000
SWN,2013,644000000,8048000000,1000000,688000000,1950000000,4426000000,2653000000
SWN,2014,1115000000,14925000000,4501000000,5428000000,2466000000,10263000000,3577000000
SWN,2015,393000000,8086000000,1000000,707000000,4704000000,5804000000,-1082000000
SWN,2016,1872000000,7076000000,41000000,1064000000,4612000000,6159000000,-3725000000
SWN,2017,1509000000,7521000000,,780000000,4391000000,5542000000,-2679000000
SWN,2018,956000000,5797000000,,846000000,2318000000,3435000000,-2142000000
SWX,2009,467401000,3906292000,101327000,574230000,1169357000,2804206000,285316000
SWX,2010,483675000,3984193000,75080000,596961000,1124681000,2817197000,343131000
SWX,2011,474417000,4276007000,322618000,847568000,930858000,3050976000,406125000
SWX,2012,458417000,4488057000,50137000,535129000,1268373000,3179559000,484369000
SWX,2013,494672000,4565174000,11105000,434164000,1381327000,3152779000,567714000
SWX,2014,607432000,5208297000,24192000,470117000,1631374000,3701989000,639164000
SWX,2015,558174000,5358685000,37475000,535045000,1551204000,3750252000,699221000
SWX,2016,533307000,5581126000,50101000,628375000,1549983000,3897263000,759263000
SWX,2017,657032000,6237066000,239846000,815881000,1798576000,4424663000,857398000
SWX,2018,839769000,7357729000,185060000,568005000,2107258000,5024308000,944285000
SWY,2009,3976200000,17484700000,799000000,4499200000,4700800000,10698500000,7657500000
SWY,2010,3825300000,14963600000,540800000,4237800000,4360900000,10017200000,6403700000
SWY,2011,4186800000,15073600000,840500000,5012100000,4569700000,11358300000,7175300000
SWY,2012,4167900000,14657000000,330200000,4629800000,5243500000,11747800000,7585600000
SWY,2013,8463700000,17219500000,302200000,5856400000,3890800000,11344400000,4586900000
SWY,2014,8463700000,17219500000,302200000,5856400000,3890800000,11344400000,4586900000
SWY,2015,5609100000,13377000000,97900000,2753500000,2902000000,7926600000,4310100000
SXC,2013,133900000,1027500000,40000000,109700000,149700000,262800000,
SXC,2014,164000000,1417000000,0,84600000,399000000,490300000,
SXC,2015,169100000,1768900000,1100000,76800000,894500000,1023900000,
SXC,2016,150000000,1696000000,4900000,85500000,805700000,942300000,
SXC,2017,135800000,1641400000,2600000,77800000,818400000,1025500000,
SXC,2018,144500000,1619100000,2800000,91300000,793300000,1012400000,
SXT,2009,645084000,1591691000,39181000,216145000,388852000,682996000,922963000
SXT,2010,659711000,1599268000,25450000,205063000,324360000,615483000,991094000
SXT,2011,692097000,1654164000,22974000,207275000,312422000,604954000,1069610000
SXT,2012,737201000,1776643000,20048000,204236000,333979000,622745000,1150092000
SXT,2013,766118000,1870734000,7050000,222893000,348124000,628050000,1217874000
SXT,2014,737654000,1765206000,15888000,224905000,451011000,718271000,1243627000
SXT,2015,728905000,1703732000,20655000,212922000,613502000,858605000,1302302000
SXT,2016,717061000,1667860000,20578000,213675000,582780000,832119000,1378923000
SXT,2017,733475000,1724340000,20130000,216323000,604159000,872039000,1414485000
SXT,2018,822865000,1824940000,20046000,214700000,689553000,964993000,1516243000
SYK,2008,4979300000,7603300000,20500000,1462100000,,2196600000,4389500000
SYK,2009,5851200000,9071300000,18000000,1441000000,,2476200000,5397400000
SYK,2010,7632000000,10895000000,25000000,1605000000,996000000,3721000000,6017000000
SYK,2011,7207000000,12146000000,17000000,1840000000,1751000000,4463000000,6479000000
SYK,2012,8148000000,13206000000,16000000,1876000000,1746000000,4609000000,7332000000
SYK,2013,8335000000,15743000000,25000000,2657000000,2739000000,6696000000,7617000000
SYK,2014,8684000000,17279000000,727000000,4461000000,3246000000,8684000000,7559000000
SYK,2015,7943000000,16223000000,768000000,3502000000,3230000000,7712000000,7792000000
SYK,2016,7861000000,20435000000,228000000,3148000000,6686000000,10885000000,8842000000
SYK,2017,7993000000,22197000000,632000000,3485000000,6590000000,12217000000,8986000000
SYK,2018,9733000000,27229000000,1373000000,4807000000,8486000000,15499000000,10765000000
SYMC,2008,3297000000,10638000000,,3513000000,1766000000,6491000000,-5336000000
SYMC,2009,4351000000,11232000000,0,3771000000,1871000000,6684000000,-4609000000
SYMC,2010,4486000000,12719000000,596000000,4893000000,1987000000,8114000000,-4012000000
SYMC,2011,4633000000,13020000000,,4505000000,2039000000,7848000000,-2859000000
SYMC,2012,6416000000,14508000000,997000000,5567000000,2094000000,9032000000,-2046000000
SYMC,2013,5652000000,13539000000,0,4306000000,2095000000,7742000000,-1148000000
SYMC,2014,5422000000,13233000000,350000000,4453000000,1746000000,7298000000,-270000000
SYMC,2015,6959000000,11767000000,0,4033000000,2207000000,8091000000,-655000000
SYMC,2016,5324000000,18174000000,1310000000,4622000000,6876000000,14687000000,-761000000
SYMC,2017,3493000000,15759000000,0,3170000000,5026000000,10736000000,328000000
SYMC,2018,3186000000,15938000000,491000000,3766000000,3961000000,10200000000,933000000
SYNA,2010,334505000,414679000,,105971000,2305000,128168000,219119000
SYNA,2011,374184000,456201000,,92761000,2305000,116208000,282915000
SYNA,2012,446177000,541505000,,105598000,2305000,144715000,337059000
SYNA,2013,560420000,691266000,,149626000,2305000,169411000,435992000
SYNA,2014,742500000,1020300000,,254400000,,319100000,482700000
SYNA,2015,916000000,1519400000,11300000,446700000,231100000,726300000,593100000
SYNA,2016,780100000,1300200000,18800000,350800000,216700000,595200000,665300000
SYNA,2017,792000000,1266700000,15000000,310400000,202000000,526500000,714100000
SYNA,2018,739500000,1499800000,,283800000,450700000,770500000,606400000
SYNA,2019,731100000,1409800000,,253900000,468300000,752500000,583500000
SYNT,2010,412107000,546117000,,82194000,,94647000,371626000
SYNT,2011,460483000,597248000,,94062000,,104059000,484508000
SYNT,2012,570890000,725836000,,148435000,0,160166000,566318000
SYNT,2013,843112000,997176000,,124285000,138375000,274630000,785976000
SYNT,2014,1063477000,1224015000,,130237000,129750000,276185000,1035716000
SYNT,2015,1244341000,1423270000,,247169000,,264825000,1288242000
SYNT,2016,279590000,454543000,,132641000,478616000,637630000,-30648000
SYNT,2017,292026000,483716000,,134867000,334446000,496638000,
SYRG,2011,14630958,63697885,,13946413,0,14589872,-34939581
SYRG,2012,26468000,120732000,,15592000,3000000,19619000,-22815000
SYRG,2013,91975000,291236000,,41367000,37000000,88016000,-13234000
SYRG,2014,68240000,448542000,,103578000,37000000,167052000,15619000
SYRG,2015,99698000,672616000,,74706000,78000000,166106000,-89271000
SYRG,2016,54184000,1024113000,,92240000,75614000,183374000,-308460000
SYRG,2017,160035000,2079564000,,202307000,538186000,771130000,-166080000
SYRG,2018,232440000,2754714000,,353833000,734360000,1168422000,93942000
SYRS,2015,36449000,43631000,133000,7956000,1626000,9582000,-53513000
SYRS,2016,85508000,91323000,168000,9567000,1154000,10721000,-101256000
SYRS,2017,73159000,78488000,47000,12413000,751000,13164000,-155266000
SYRS,2018,101734000,106766000,9000,19529000,375000,28180000,-217545000
SYUT,2011,247989000,398704000,162412000,248468000,68262000,322778000,-88357000
SYUT,2012,257143000,447913000,127445000,246578000,97471000,350821000,-71620000
SYUT,2013,286455000,476144000,210112000,326461000,110012000,446937000,-135508000
SYUT,2014,285256000,550683000,207422000,310266000,168431000,489427000,-104579000
SYUT,2015,361997000,817097000,190679000,345197000,322827000,680297000,-14810000
SYUT,2016,361997000,817097000,190679000,345197000,322827000,680297000,-14810000
SYY,2009,5202246000,10148186000,9163000,3081721000,2467486000,6698484000,6539890000
SYY,2010,5076258000,10313701000,7970000,3009198000,2472662000,6486175000,7134139000
SYY,2011,5732882000,11385555000,389006000,3575075000,2279517000,6680313000,7681669000
SYY,2012,6084808000,12137207000,254650000,3423579000,2763688000,7452167000,8175230000
SYY,2013,6221688000,12678208000,248933000,3662624000,2639986000,7486398000,8512786000
SYY,2014,6681972000,13141113000,375752000,4367630000,2357330000,7874418000,8770751000
SYY,2015,11494304000,17989281000,5050052000,9399615000,2271825000,12687753000,8751985000
SYY,2016,10053899000,16721804000,98472000,4434456000,7336930000,13166810000,9006138000
SYY,2017,8033438000,17756655000,534013000,6095886000,7660877000,15292300000,9447755000
SYY,2018,8003453000,18070404000,786505000,6588746000,7540765000,15525798000,10348628000
SYY,2019,8141505000,17966522000,41279000,6103183000,8122058000,15428493000,11229679000
T,2008,22556000000,2.65E+11,14119000000,42290000000,60872000000,1.68E+11,36591000000
T,2009,25187000000,2.68E+11,7361000000,36951000000,64720000000,1.66E+11,21944000000
T,2010,20854000000,2.69E+11,7196000000,34854000000,58971000000,1.57E+11,31792000000
T,2011,22985000000,2.70E+11,3453000000,30892000000,61300000000,1.65E+11,25453000000
T,2012,22706000000,2.72E+11,3486000000,31787000000,66358000000,1.80E+11,22481000000
T,2013,23196000000,2.78E+11,5498000000,34995000000,69290000000,1.86E+11,31141000000
T,2014,33606000000,2.97E+11,6056000000,37282000000,75778000000,2.07E+11,31081000000
T,2015,35992000000,4.03E+11,7636000000,47816000000,1.19E+11,2.79E+11,33671000000
T,2016,38369000000,4.04E+11,9832000000,50576000000,1.14E+11,2.80E+11,34734000000
T,2017,79146000000,4.44E+11,38374000000,81389000000,1.26E+11,3.02E+11,50500000000
T,2018,51427000000,5.32E+11,10255000000,64420000000,1.66E+11,3.38E+11,58753000000
TA,2010,407426000,891092000,,239055000,,651576000,-308743000
TA,2011,484250000,1016531000,,289566000,,697930000,-285169000
TA,2012,404926000,1029719000,,283127000,,676285000,-252971000
TA,2013,470394000,1257282000,,303613000,110000000,803405000,-221348000
TA,2014,540175000,1402817000,,267138000,230000000,884207000,-160379000
TA,2015,495340000,1621541000,,295622000,316447000,1072222000,-132660000
TA,2016,402061000,1659841000,,330332000,318739000,1106762000,-134678000
TA,2017,398518000,1618132000,,324987000,319634000,1051637000,-126220000
TA,2018,643676000,1442108000,,288691000,320528000,991716000,-246773000
TACO,2017,19883000,742324000,1415000,55431000,170639000,326075000,66897000
TACO,2018,32981000,758956000,1033000,55695000,178664000,336682000,85149000
TAP,2008,1107100000,10386600000,100000,986100000,1752000000,4347200000,2184900000
TAP,2009,1707900000,12021100000,300300000,1580900000,1412700000,4928300000,2734900000
TAP,2010,2220900000,12697600000,1100000,1333900000,1959600000,4855000000,3241500000
TAP,2011,2118000000,12423800000,46900000,1277200000,1914900000,4733600000,3689700000
TAP,2012,1748000000,16212200000,1245600000,2598700000,3422500000,8220600000,3900500000
TAP,2013,1537700000,15580100000,586900000,2161400000,3213000000,6950000000,4199500000
TAP,2014,1577100000,13980100000,849000000,2324900000,2321300000,6094000000,4439900000
TAP,2015,1258800000,12276300000,28700000,1217200000,2908700000,5213200000,4496000000
TAP,2016,2169600000,29341500000,684800000,3157500000,11387700000,17719800000,6145300000
TAP,2017,2189700000,30246900000,714800000,3399300000,10598700000,16811900000,7206100000
TAP,2018,2766300000,30109800000,1594500000,4300900000,8893800000,16374000000,7692900000
TAST,2010,23796000,426302000,15538000,68051000,247975000,381395000,39823000
TAST,2011,48773000,458392000,6553000,63877000,272030000,399235000,51041000
TAST,2012,57826000,346256000,1062000,52790000,169475000,256083000,21362000
TAST,2013,25479000,329481000,1147000,50649000,167564000,252277000,7155000
TAST,2014,41629000,364573000,1272000,55183000,168469000,258038000,-30962000
TAST,2015,44995000,427256000,1435000,71254000,215239000,319257000,-30958000
TAST,2016,29669000,490155000,1616000,68900000,229732000,335499000,14514000
TAST,2017,60015000,581514000,1808000,79529000,292826000,412454000,25407000
TAST,2018,34678000,600251000,1948000,82139000,278019000,414711000,35511000
TAYD,2011,15470435,19878028,5485,3212781,3657,3494923,11924023
TAYD,2012,20981560,26461897,3657,7181252,,7465237,14122954
TAYD,2013,18561911,27430776,,3790320,,4348805,17801960
TAYD,2014,18561911,27430776,,3790320,,4348805,17801960
TAYD,2015,24731673,33665108,,7585341,,8214126,19976908
TAYD,2016,26938417,36805314,,6648085,,6648085,24185133
TAYD,2017,26106629,37160703,,4304311,,4304311,26515710
TAYD,2018,28504284,39511290,,5898939,,5898939,26959080
TAYD,2019,30956828,41196896,,4878024,,4878024,29508604
TBI,2009,248063000,518129000,,84835000,,232697000,283156000
TBI,2010,293500000,546466000,,85923000,,233759000,309800000
TBI,2011,280615000,560769000,,112289000,,267190000,290935000
TBI,2012,317166000,601743000,,113556000,0,268069000,330855000
TBI,2013,356458000,719461000,,121409000,29656000,326101000,391326000
TBI,2014,415807000,1066671000,,187230000,199383000,597337000,468462000
TBI,2015,542965000,1259442000,,227976000,243397000,723869000,549585000
TBI,2016,427803000,1130445000,,251135000,135362000,605266000,536611000
TBI,2017,428279000,1109031000,,212419000,116489000,554184000,561650000
TBI,2018,429827000,1114844000,,225526000,80000000,523405000,606087000
TBIO,2017,63035000,198547000,1296000,12085000,79713000,99166000,-148808000
TBIO,2018,149602000,287651000,2572000,14287000,103642000,162356000,-246203000
TBTC,2010,3189590,3581396,0,758189,0,758189,1137812
TBTC,2011,3122018,4583735,10907,799269,19087,2046985,714855
TBTC,2012,3966490,5146093,10907,1062396,8180,2528369,739529
TBTC,2013,4985762,6358751,8180,1613227,,3150089,1319892
TBTC,2014,4441737,5486377,0,1193967,0,2284713,1353182
TBTC,2015,3596453,6842696,7096,1284585,26215,4201267,953911
TBTC,2016,4080246,6980794,7096,1453192,18096,4216369,1096762
TBTC,2017,5306615,7860613,,1199365,,4513137,1679813
TBTC,2018,5211273,6856684,2221,1367288,,3057948,2194778
TCMD,2015,29360000,36973000,,9502000,,9695000,-5652000
TCMD,2016,64233000,73935000,,12551000,,14296000,-2773000
TCMD,2017,76872000,88447000,,13786000,,15660000,3082000
TCMD,2018,84961000,107071000,,15367000,,17801000,9705000
TCNT,2014,14392,14392,,1678,,1678,-13286
TCNT,2015,3757,3757,,4678,,4678,-26921
TCNT,2016,4462,4462,,21048,,21048,-61264
TCNT,2017,51455,51455,,76838,,76838,-70061
TCX,2010,48062431,101480667,1305883,55812421,,77559430,-28104216
TCX,2011,58326424,115689559,850000,63244690,,85270572,-21933985
TCX,2012,63811198,118773143,3700000,70786630,,92222936,-17509843
TCX,2013,68110022,121352829,6300000,73444093,,94435611,-13329379
TCX,2014,74465179,125795866,,68418443,,90153473,-6955283
TCX,2015,67867162,129130679,3500000,78261022,0,99764656,4381849
TCX,2016,83282117,154413372,2233110,84429363,8015698,113510196,20399511
TCX,2017,153861445,350650335,18289853,178560521,58634174,289303211,42675805
TCX,2018,131926000,339575000,18400000,164071000,46201000,259799000,60810000
TDC,2009,1152000000,1569000000,,543000000,,659000000,583000000
TDC,2010,1406000000,1883000000,,569000000,0,694000000,884000000
TDC,2011,1412000000,2616000000,,695000000,290000000,1122000000,1237000000
TDC,2012,1534000000,3066000000,,806000000,274000000,1287000000,1656000000
TDC,2013,1563000000,3096000000,26000000,776000000,248000000,1239000000,2033000000
TDC,2014,1572000000,3132000000,273000000,995000000,195000000,1425000000,656000000
TDC,2015,1734000000,2527000000,210000000,953000000,567000000,1678000000,-204000000
TDC,2016,1621000000,2413000000,30000000,729000000,538000000,1442000000,-161000000
TDC,2017,1750000000,2556000000,300000000,1063000000,478000000,1888000000,-579000000
TDC,2018,1428000000,2360000000,19000000,1009000000,478000000,1865000000,-823000000
TDG,2009,494754000,2454440000,,99752000,1356761000,1635278000,450647000
TDG,2010,583508000,2677818000,,113012000,1771646000,2084839000,192126000
TDG,2011,870292000,4513636000,15500000,206859000,3122875000,3702687000,364260000
TDG,2012,1050531000,5459617000,20500000,233915000,3598625000,4240783000,689229000
TDG,2013,1320495000,6148879000,31045000,322500000,5700193000,6485260000,-1004244000
TDG,2014,1689576000,6756848000,239295000,585907000,7233836000,8312947000,-2150293000
TDG,2015,1786587000,8303935000,243219000,657594000,8106383000,9342241000,-1717232000
TDG,2016,2930697000,10726277000,252416000,752603000,9943191000,11377767000,-1146963000
TDG,2017,2133552000,9975661000,369041000,870994000,11393620000,12926865000,-3187220000
TDG,2018,3657287000,12197467000,375336000,900382000,12501946000,14005938000,-2246578000
TDOC,2014,54494000,91839000,833000,10319000,25040000,38608000,-72490000
TDOC,2015,151578000,229737000,1250000,17986000,25227000,51173000,-130510000
TDOC,2016,82717000,303670000,2000000,21073000,42424000,72800000,-204726000
TDOC,2017,156239000,824391000,,40330000,207370000,265488000,-311577000
TDOC,2018,532736000,1528876000,,62439000,414683000,515757000,-408661000
TDRP,2014,28375,33167,,428213,,428213,-466646
TDRP,2015,46899,85637,,706901,,706901,-728649
TDRP,2016,48636,51428,0,969353,0,969353,-992203
TDRP,2017,40027,269169,21134,1062905,143866,1206771,-1262880
TDRP,2018,78499,295463,31501,921044,142031,1063075,-1642090
TDW,2018,683302000,1827739000,8568000,158355000,430436000,682816000,-210783000
TECD,2010,5571604000,5830119000,65860000,3321174000,338157000,3735586000,1239128000
TECD,2011,6046937000,6412083000,434435000,4144826000,60076000,4273656000,1453371000
TECD,2012,5394500000,5796268000,48490000,3673936000,57253000,3814139000,1637103000
TECD,2013,6145425000,6830960000,167522000,4444940000,354458000,4912591000,1813358000
TECD,2014,6469035000,7169666000,43481000,4617588000,354121000,5071055000,1993290000
TECD,2015,5578123000,6136725000,13303000,3743126000,351576000,4176582000,2168462000
TECD,2016,5822061000,6358288000,18063000,3932646000,348608000,4352533000,2434198000
TECD,2017,10360413000,12920359000,132661000,8264840000,1505248000,9998867000,2745934000
